user_id,event_time,event_name,device_type,traffic_source,product_category,price,funnel_success
34,2026-01-09 19:54:58,add_to_cart,Desktop,Organic,Beauty,1848,No
35,2026-01-02 19:30:07,visit,Mobile,Ads,Home,4486,No
35,2026-01-02 19:31:07,product_view,Mobile,Ads,Home,4486,No
36,2026-01-10 10:03:57,visit,Mobile,Referral,Electronics,4941,Yes
36,2026-01-10 10:07:57,product_view,Mobile,Referral,Electronics,4941,Yes
36,2026-01-10 10:12:57,add_to_cart,Mobile,Referral,Electronics,4941,Yes
36,2026-01-10 10:17:57,checkout,Mobile,Referral,Electronics,4941,Yes
36,2026-01-10 10:18:57,payment_success,Mobile,Referral,Electronics,4941,Yes
37,2026-01-06 11:30:55,visit,Mobile,Ads,Beauty,1061,Yes
37,2026-01-06 11:35:55,product_view,Mobile,Ads,Beauty,1061,Yes
37,2026-01-06 11:40:55,add_to_cart,Mobile,Ads,Beauty,1061,Yes
37,2026-01-06 11:41:55,checkout,Mobile,Ads,Beauty,1061,Yes
37,2026-01-06 11:44:55,payment_success,Mobile,Ads,Beauty,1061,Yes
38,2026-01-02 00:28:31,visit,Desktop,Referral,Fashion,4782,Yes
38,2026-01-02 00:31:31,product_view,Desktop,Referral,Fashion,4782,Yes
38,2026-01-02 00:35:31,add_to_cart,Desktop,Referral,Fashion,4782,Yes
38,2026-01-02 00:38:31,checkout,Desktop,Referral,Fashion,4782,Yes
38,2026-01-02 00:39:31,payment_success,Desktop,Referral,Fashion,4782,Yes
39,2026-01-04 00:00:44,visit,Desktop,Organic,Electronics,576,No
39,2026-01-04 00:05:44,product_view,Desktop,Organic,Electronics,576,No
39,2026-01-04 00:08:44,add_to_cart,Desktop,Organic,Electronics,576,No
40,2026-01-01 16:49:34,visit,Desktop,Referral,Fashion,2501,No
40,2026-01-01 16:54:34,product_view,Desktop,Referral,Fashion,2501,No
41,2026-01-07 19:34:29,visit,Mobile,Referral,Electronics,4833,No
42,2026-01-02 03:53:46,visit,Desktop,Organic,Electronics,1600,No
43,2026-01-10 04:31:24,visit,Desktop,Referral,Sports,1773,No
43,2026-01-10 04:34:24,product_view,Desktop,Referral,Sports,1773,No
43,2026-01-10 04:37:24,add_to_cart,Desktop,Referral,Sports,1773,No
43,2026-01-10 04:40:24,checkout,Desktop,Referral,Sports,1773,No
44,2026-01-09 01:08:12,visit,Mobile,Social Media,Home,916,No
44,2026-01-09 01:11:12,product_view,Mobile,Social Media,Home,916,No
45,2026-01-08 21:03:42,visit,Mobile,Social Media,Sports,2645,No
46,2026-01-10 17:13:51,visit,Mobile,Organic,Fashion,579,No
46,2026-01-10 17:16:51,product_view,Mobile,Organic,Fashion,579,No
47,2026-01-06 15:43:04,visit,Desktop,Ads,Electronics,1713,No
47,2026-01-06 15:44:04,product_view,Desktop,Ads,Electronics,1713,No
48,2026-01-03 03:04:53,visit,Mobile,Organic,Home,2220,No
49,2026-01-06 13:31:31,visit,Mobile,Ads,Fashion,3829,No
50,2026-01-07 00:41:02,visit,Desktop,Organic,Fashion,1950,No
51,2026-01-09 01:04:38,visit,Desktop,Ads,Home,3221,No
51,2026-01-09 01:05:38,product_view,Desktop,Ads,Home,3221,No
51,2026-01-09 01:06:38,add_to_cart,Desktop,Ads,Home,3221,No
52,2026-01-11 04:11:30,visit,Mobile,Social Media,Home,2322,No
52,2026-01-11 04:13:30,product_view,Mobile,Social Media,Home,2322,No
52,2026-01-11 04:15:30,add_to_cart,Mobile,Social Media,Home,2322,No
52,2026-01-11 04:18:30,checkout,Mobile,Social Media,Home,2322,No
53,2026-01-04 06:00:39,visit,Desktop,Social Media,Sports,2786,Yes
53,2026-01-04 06:01:39,product_view,Desktop,Social Media,Sports,2786,Yes
53,2026-01-04 06:04:39,add_to_cart,Desktop,Social Media,Sports,2786,Yes
53,2026-01-04 06:07:39,checkout,Desktop,Social Media,Sports,2786,Yes
53,2026-01-04 06:10:39,payment_success,Desktop,Social Media,Sports,2786,Yes
54,2026-01-11 17:15:39,visit,Desktop,Referral,Beauty,4059,No
54,2026-01-11 17:20:39,product_view,Desktop,Referral,Beauty,4059,No
54,2026-01-11 17:25:39,add_to_cart,Desktop,Referral,Beauty,4059,No
54,2026-01-11 17:26:39,checkout,Desktop,Referral,Beauty,4059,No
55,2026-01-10 02:29:46,visit,Mobile,Referral,Beauty,513,No
55,2026-01-10 02:32:46,product_view,Mobile,Referral,Beauty,513,No
56,2026-01-11 04:29:02,visit,Desktop,Referral,Beauty,1520,No
56,2026-01-11 04:32:02,product_view,Desktop,Referral,Beauty,1520,No
57,2026-01-07 00:35:32,visit,Desktop,Social Media,Fashion,2071,Yes
57,2026-01-07 00:38:32,product_view,Desktop,Social Media,Fashion,2071,Yes
57,2026-01-07 00:39:32,add_to_cart,Desktop,Social Media,Fashion,2071,Yes
57,2026-01-07 00:41:32,checkout,Desktop,Social Media,Fashion,2071,Yes
57,2026-01-07 00:44:32,payment_success,Desktop,Social Media,Fashion,2071,Yes
58,2026-01-03 16:41:07,visit,Desktop,Social Media,Beauty,3139,No
58,2026-01-03 16:46:07,product_view,Desktop,Social Media,Beauty,3139,No
58,2026-01-03 16:48:07,add_to_cart,Desktop,Social Media,Beauty,3139,No
59,2026-01-02 01:48:07,visit,Desktop,Organic,Fashion,2824,No
59,2026-01-02 01:50:07,product_view,Desktop,Organic,Fashion,2824,No
60,2026-01-07 07:38:04,visit,Mobile,Organic,Fashion,1707,No
61,2026-01-07 14:34:47,visit,Desktop,Social Media,Sports,1096,No
61,2026-01-07 14:38:47,product_view,Desktop,Social Media,Sports,1096,No
61,2026-01-07 14:40:47,add_to_cart,Desktop,Social Media,Sports,1096,No
61,2026-01-07 14:41:47,checkout,Desktop,Social Media,Sports,1096,No
62,2026-01-11 13:32:09,visit,Desktop,Ads,Fashion,1373,No
63,2026-01-11 01:27:23,visit,Desktop,Organic,Sports,4743,No
63,2026-01-11 01:28:23,product_view,Desktop,Organic,Sports,4743,No
63,2026-01-11 01:32:23,add_to_cart,Desktop,Organic,Sports,4743,No
64,2026-01-09 01:47:51,visit,Desktop,Social Media,Sports,3099,No
64,2026-01-09 01:49:51,product_view,Desktop,Social Media,Sports,3099,No
65,2026-01-07 15:00:44,visit,Desktop,Referral,Fashion,4388,No
66,2026-01-09 10:38:39,visit,Desktop,Ads,Home,2771,Yes
66,2026-01-09 10:41:39,product_view,Desktop,Ads,Home,2771,Yes
66,2026-01-09 10:44:39,add_to_cart,Desktop,Ads,Home,2771,Yes
66,2026-01-09 10:49:39,checkout,Desktop,Ads,Home,2771,Yes
66,2026-01-09 10:50:39,payment_success,Desktop,Ads,Home,2771,Yes
67,2026-01-09 01:57:48,visit,Desktop,Ads,Fashion,2394,No
67,2026-01-09 02:01:48,product_view,Desktop,Ads,Fashion,2394,No
67,2026-01-09 02:05:48,add_to_cart,Desktop,Ads,Fashion,2394,No
67,2026-01-09 02:07:48,checkout,Desktop,Ads,Fashion,2394,No
68,2026-01-05 17:22:50,visit,Mobile,Social Media,Beauty,3690,No
68,2026-01-05 17:25:50,product_view,Mobile,Social Media,Beauty,3690,No
68,2026-01-05 17:29:50,add_to_cart,Mobile,Social Media,Beauty,3690,No
69,2026-01-01 05:43:06,visit,Mobile,Social Media,Fashion,3932,No
69,2026-01-01 05:47:06,product_view,Mobile,Social Media,Fashion,3932,No
69,2026-01-01 05:50:06,add_to_cart,Mobile,Social Media,Fashion,3932,No
70,2026-01-07 00:50:05,visit,Mobile,Social Media,Fashion,3812,No
71,2026-01-01 20:28:06,visit,Mobile,Social Media,Sports,4875,Yes
71,2026-01-01 20:29:06,product_view,Mobile,Social Media,Sports,4875,Yes
71,2026-01-01 20:33:06,add_to_cart,Mobile,Social Media,Sports,4875,Yes
71,2026-01-01 20:37:06,checkout,Mobile,Social Media,Sports,4875,Yes
71,2026-01-01 20:39:06,payment_success,Mobile,Social Media,Sports,4875,Yes
72,2026-01-05 06:15:04,visit,Desktop,Ads,Beauty,3605,Yes
72,2026-01-05 06:19:04,product_view,Desktop,Ads,Beauty,3605,Yes
72,2026-01-05 06:23:04,add_to_cart,Desktop,Ads,Beauty,3605,Yes
72,2026-01-05 06:24:04,checkout,Desktop,Ads,Beauty,3605,Yes
72,2026-01-05 06:27:04,payment_success,Desktop,Ads,Beauty,3605,Yes
73,2026-01-05 20:33:26,visit,Mobile,Referral,Fashion,4918,No
73,2026-01-05 20:34:26,product_view,Mobile,Referral,Fashion,4918,No
74,2026-01-05 05:25:16,visit,Mobile,Organic,Sports,2525,Yes
74,2026-01-05 05:27:16,product_view,Mobile,Organic,Sports,2525,Yes
74,2026-01-05 05:28:16,add_to_cart,Mobile,Organic,Sports,2525,Yes
74,2026-01-05 05:30:16,checkout,Mobile,Organic,Sports,2525,Yes
74,2026-01-05 05:32:16,payment_success,Mobile,Organic,Sports,2525,Yes
75,2026-01-01 03:52:07,visit,Mobile,Organic,Fashion,3521,No
76,2026-01-09 20:02:19,visit,Mobile,Referral,Sports,1385,Yes
76,2026-01-09 20:06:19,product_view,Mobile,Referral,Sports,1385,Yes
76,2026-01-09 20:08:19,add_to_cart,Mobile,Referral,Sports,1385,Yes
76,2026-01-09 20:10:19,checkout,Mobile,Referral,Sports,1385,Yes
76,2026-01-09 20:12:19,payment_success,Mobile,Referral,Sports,1385,Yes
77,2026-01-06 06:18:24,visit,Mobile,Referral,Sports,1491,No
77,2026-01-06 06:21:24,product_view,Mobile,Referral,Sports,1491,No
77,2026-01-06 06:24:24,add_to_cart,Mobile,Referral,Sports,1491,No
77,2026-01-06 06:28:24,checkout,Mobile,Referral,Sports,1491,No
78,2026-01-06 05:21:06,visit,Desktop,Referral,Beauty,1364,No
79,2026-01-02 15:29:31,visit,Mobile,Referral,Sports,4067,No
80,2026-01-02 18:19:40,visit,Desktop,Social Media,Beauty,4908,No
81,2026-01-10 11:43:35,visit,Desktop,Ads,Electronics,2698,Yes
81,2026-01-10 11:47:35,product_view,Desktop,Ads,Electronics,2698,Yes
81,2026-01-10 11:51:35,add_to_cart,Desktop,Ads,Electronics,2698,Yes
81,2026-01-10 11:55:35,checkout,Desktop,Ads,Electronics,2698,Yes
81,2026-01-10 11:57:35,payment_success,Desktop,Ads,Electronics,2698,Yes
82,2026-01-03 00:54:06,visit,Mobile,Social Media,Fashion,3162,No
82,2026-01-03 00:57:06,product_view,Mobile,Social Media,Fashion,3162,No
82,2026-01-03 01:02:06,add_to_cart,Mobile,Social Media,Fashion,3162,No
83,2026-01-06 18:46:55,visit,Mobile,Ads,Electronics,2763,No
83,2026-01-06 18:50:55,product_view,Mobile,Ads,Electronics,2763,No
83,2026-01-06 18:52:55,add_to_cart,Mobile,Ads,Electronics,2763,No
84,2026-01-03 03:07:47,visit,Desktop,Organic,Electronics,4520,No
84,2026-01-03 03:11:47,product_view,Desktop,Organic,Electronics,4520,No
85,2026-01-01 06:58:36,visit,Desktop,Social Media,Sports,3008,No
85,2026-01-01 07:02:36,product_view,Desktop,Social Media,Sports,3008,No
86,2026-01-03 11:44:28,visit,Desktop,Social Media,Home,3209,No
86,2026-01-03 11:46:28,product_view,Desktop,Social Media,Home,3209,No
86,2026-01-03 11:48:28,add_to_cart,Desktop,Social Media,Home,3209,No
86,2026-01-03 11:53:28,checkout,Desktop,Social Media,Home,3209,No
87,2026-01-05 16:02:07,visit,Mobile,Ads,Beauty,2016,No
87,2026-01-05 16:07:07,product_view,Mobile,Ads,Beauty,2016,No
88,2026-01-10 17:36:48,visit,Desktop,Organic,Fashion,4797,No
88,2026-01-10 17:39:48,product_view,Desktop,Organic,Fashion,4797,No
88,2026-01-10 17:40:48,add_to_cart,Desktop,Organic,Fashion,4797,No
89,2026-01-06 01:42:20,visit,Desktop,Organic,Electronics,1536,No
89,2026-01-06 01:44:20,product_view,Desktop,Organic,Electronics,1536,No
90,2026-01-05 22:57:40,visit,Mobile,Organic,Sports,4521,No
90,2026-01-05 23:01:40,product_view,Mobile,Organic,Sports,4521,No
90,2026-01-05 23:03:40,add_to_cart,Mobile,Organic,Sports,4521,No
91,2026-01-01 12:10:40,visit,Desktop,Organic,Electronics,2568,No
91,2026-01-01 12:11:40,product_view,Desktop,Organic,Electronics,2568,No
92,2026-01-10 05:16:29,visit,Mobile,Ads,Sports,939,No
93,2026-01-06 12:11:27,visit,Mobile,Organic,Sports,1197,No
94,2026-01-07 21:27:55,visit,Desktop,Social Media,Beauty,2348,No
94,2026-01-07 21:32:55,product_view,Desktop,Social Media,Beauty,2348,No
95,2026-01-01 07:51:51,visit,Mobile,Organic,Fashion,3001,No
95,2026-01-01 07:54:51,product_view,Mobile,Organic,Fashion,3001,No
96,2026-01-04 23:51:33,visit,Mobile,Ads,Sports,1786,Yes
96,2026-01-04 23:52:33,product_view,Mobile,Ads,Sports,1786,Yes
96,2026-01-04 23:57:33,add_to_cart,Mobile,Ads,Sports,1786,Yes
96,2026-01-04 23:58:33,checkout,Mobile,Ads,Sports,1786,Yes
96,2026-01-05 00:01:33,payment_success,Mobile,Ads,Sports,1786,Yes
97,2026-01-03 22:30:34,visit,Desktop,Organic,Fashion,2816,No
98,2026-01-11 00:45:15,visit,Desktop,Organic,Sports,2120,No
98,2026-01-11 00:47:15,product_view,Desktop,Organic,Sports,2120,No
99,2026-01-02 00:05:07,visit,Mobile,Organic,Fashion,1665,No
100,2026-01-07 19:00:35,visit,Desktop,Organic,Beauty,2864,No
100,2026-01-07 19:04:35,product_view,Desktop,Organic,Beauty,2864,No
101,2026-01-03 08:08:05,visit,Desktop,Social Media,Electronics,4599,No
101,2026-01-03 08:12:05,product_view,Desktop,Social Media,Electronics,4599,No
102,2026-01-04 08:41:41,visit,Mobile,Organic,Fashion,2551,No
103,2026-01-02 20:16:17,visit,Desktop,Organic,Fashion,669,No
103,2026-01-02 20:20:17,product_view,Desktop,Organic,Fashion,669,No
104,2026-01-05 03:14:17,visit,Desktop,Social Media,Electronics,1986,No
104,2026-01-05 03:18:17,product_view,Desktop,Social Media,Electronics,1986,No
104,2026-01-05 03:19:17,add_to_cart,Desktop,Social Media,Electronics,1986,No
105,2026-01-10 18:25:07,visit,Desktop,Social Media,Home,3201,No
105,2026-01-10 18:29:07,product_view,Desktop,Social Media,Home,3201,No
106,2026-01-09 19:17:48,visit,Desktop,Organic,Home,800,No
106,2026-01-09 19:18:48,product_view,Desktop,Organic,Home,800,No
107,2026-01-04 08:46:02,visit,Mobile,Social Media,Beauty,3811,No
107,2026-01-04 08:51:02,product_view,Mobile,Social Media,Beauty,3811,No
107,2026-01-04 08:55:02,add_to_cart,Mobile,Social Media,Beauty,3811,No
108,2026-01-04 13:40:23,visit,Mobile,Referral,Sports,922,No
108,2026-01-04 13:43:23,product_view,Mobile,Referral,Sports,922,No
108,2026-01-04 13:47:23,add_to_cart,Mobile,Referral,Sports,922,No
108,2026-01-04 13:52:23,checkout,Mobile,Referral,Sports,922,No
109,2026-01-06 04:26:36,visit,Desktop,Organic,Sports,1797,No
109,2026-01-06 04:28:36,product_view,Desktop,Organic,Sports,1797,No
110,2026-01-01 17:13:51,visit,Desktop,Organic,Fashion,1429,No
110,2026-01-01 17:16:51,product_view,Desktop,Organic,Fashion,1429,No
110,2026-01-01 17:19:51,add_to_cart,Desktop,Organic,Fashion,1429,No
110,2026-01-01 17:23:51,checkout,Desktop,Organic,Fashion,1429,No
111,2026-01-02 20:07:31,visit,Desktop,Ads,Beauty,2496,No
111,2026-01-02 20:12:31,product_view,Desktop,Ads,Beauty,2496,No
111,2026-01-02 20:14:31,add_to_cart,Desktop,Ads,Beauty,2496,No
112,2026-01-03 06:14:31,visit,Desktop,Referral,Sports,2763,No
112,2026-01-03 06:15:31,product_view,Desktop,Referral,Sports,2763,No
112,2026-01-03 06:18:31,add_to_cart,Desktop,Referral,Sports,2763,No
113,2026-01-09 05:43:26,visit,Mobile,Social Media,Sports,4511,No
113,2026-01-09 05:46:26,product_view,Mobile,Social Media,Sports,4511,No
114,2026-01-04 20:25:21,visit,Desktop,Social Media,Home,4951,No
115,2026-01-08 23:54:01,visit,Desktop,Ads,Beauty,2456,No
115,2026-01-08 23:58:01,product_view,Desktop,Ads,Beauty,2456,No
116,2026-01-07 01:32:05,visit,Desktop,Ads,Beauty,3623,No
117,2026-01-05 12:29:41,visit,Desktop,Organic,Beauty,1534,Yes
117,2026-01-05 12:33:41,product_view,Desktop,Organic,Beauty,1534,Yes
117,2026-01-05 12:35:41,add_to_cart,Desktop,Organic,Beauty,1534,Yes
117,2026-01-05 12:37:41,checkout,Desktop,Organic,Beauty,1534,Yes
117,2026-01-05 12:39:41,payment_success,Desktop,Organic,Beauty,1534,Yes
118,2026-01-09 06:28:47,visit,Desktop,Organic,Home,3273,No
119,2026-01-10 05:56:12,visit,Desktop,Referral,Beauty,4871,No
120,2026-01-01 14:16:13,visit,Mobile,Ads,Home,794,No
121,2026-01-08 13:39:11,visit,Desktop,Organic,Electronics,1240,No
121,2026-01-08 13:42:11,product_view,Desktop,Organic,Electronics,1240,No
122,2026-01-05 04:44:58,visit,Desktop,Organic,Home,876,Yes
122,2026-01-05 04:48:58,product_view,Desktop,Organic,Home,876,Yes
122,2026-01-05 04:53:58,add_to_cart,Desktop,Organic,Home,876,Yes
122,2026-01-05 04:55:58,checkout,Desktop,Organic,Home,876,Yes
122,2026-01-05 04:56:58,payment_success,Desktop,Organic,Home,876,Yes
123,2026-01-06 12:52:02,visit,Mobile,Social Media,Sports,3633,No
123,2026-01-06 12:56:02,product_view,Mobile,Social Media,Sports,3633,No
124,2026-01-09 01:49:54,visit,Desktop,Organic,Beauty,4264,No
125,2026-01-07 00:29:45,visit,Mobile,Organic,Beauty,4977,No
126,2026-01-02 01:26:59,visit,Desktop,Referral,Beauty,2950,No
127,2026-01-04 18:58:40,visit,Desktop,Social Media,Electronics,2131,No
127,2026-01-04 19:03:40,product_view,Desktop,Social Media,Electronics,2131,No
127,2026-01-04 19:06:40,add_to_cart,Desktop,Social Media,Electronics,2131,No
128,2026-01-09 22:43:10,visit,Mobile,Social Media,Home,2918,No
128,2026-01-09 22:44:10,product_view,Mobile,Social Media,Home,2918,No
129,2026-01-08 10:54:55,visit,Desktop,Ads,Sports,4569,No
130,2026-01-02 05:00:07,visit,Mobile,Referral,Fashion,2294,No
130,2026-01-02 05:01:07,product_view,Mobile,Referral,Fashion,2294,No
130,2026-01-02 05:05:07,add_to_cart,Mobile,Referral,Fashion,2294,No
130,2026-01-02 05:08:07,checkout,Mobile,Referral,Fashion,2294,No
131,2026-01-06 13:57:16,visit,Desktop,Referral,Beauty,1238,No
131,2026-01-06 13:59:16,product_view,Desktop,Referral,Beauty,1238,No
132,2026-01-03 22:02:06,visit,Desktop,Ads,Home,3497,No
133,2026-01-04 21:49:01,visit,Desktop,Referral,Electronics,4447,No
133,2026-01-04 21:50:01,product_view,Desktop,Referral,Electronics,4447,No
133,2026-01-04 21:52:01,add_to_cart,Desktop,Referral,Electronics,4447,No
134,2026-01-03 11:45:33,visit,Desktop,Organic,Beauty,3755,No
134,2026-01-03 11:50:33,product_view,Desktop,Organic,Beauty,3755,No
134,2026-01-03 11:53:33,add_to_cart,Desktop,Organic,Beauty,3755,No
135,2026-01-06 15:22:45,visit,Desktop,Referral,Electronics,2647,Yes
135,2026-01-06 15:26:45,product_view,Desktop,Referral,Electronics,2647,Yes
135,2026-01-06 15:31:45,add_to_cart,Desktop,Referral,Electronics,2647,Yes
135,2026-01-06 15:36:45,checkout,Desktop,Referral,Electronics,2647,Yes
135,2026-01-06 15:37:45,payment_success,Desktop,Referral,Electronics,2647,Yes
136,2026-01-06 00:08:16,visit,Desktop,Social Media,Electronics,4303,No
136,2026-01-06 00:09:16,product_view,Desktop,Social Media,Electronics,4303,No
136,2026-01-06 00:13:16,add_to_cart,Desktop,Social Media,Electronics,4303,No
136,2026-01-06 00:15:16,checkout,Desktop,Social Media,Electronics,4303,No
137,2026-01-10 21:45:39,visit,Desktop,Social Media,Home,1611,No
137,2026-01-10 21:50:39,product_view,Desktop,Social Media,Home,1611,No
137,2026-01-10 21:52:39,add_to_cart,Desktop,Social Media,Home,1611,No
138,2026-01-05 23:39:51,visit,Desktop,Social Media,Home,1311,No
138,2026-01-05 23:42:51,product_view,Desktop,Social Media,Home,1311,No
138,2026-01-05 23:46:51,add_to_cart,Desktop,Social Media,Home,1311,No
139,2026-01-01 14:39:42,visit,Mobile,Referral,Sports,3471,No
140,2026-01-11 14:08:55,visit,Mobile,Social Media,Home,3438,No
140,2026-01-11 14:09:55,product_view,Mobile,Social Media,Home,3438,No
141,2026-01-10 10:39:17,visit,Mobile,Ads,Sports,4225,No
142,2026-01-08 05:44:21,visit,Desktop,Ads,Fashion,914,No
143,2026-01-03 10:09:45,visit,Mobile,Ads,Sports,2181,No
143,2026-01-03 10:11:45,product_view,Mobile,Ads,Sports,2181,No
143,2026-01-03 10:13:45,add_to_cart,Mobile,Ads,Sports,2181,No
144,2026-01-02 03:40:29,visit,Desktop,Ads,Fashion,523,No
144,2026-01-02 03:42:29,product_view,Desktop,Ads,Fashion,523,No
144,2026-01-02 03:43:29,add_to_cart,Desktop,Ads,Fashion,523,No
144,2026-01-02 03:46:29,checkout,Desktop,Ads,Fashion,523,No
145,2026-01-10 04:02:31,visit,Desktop,Organic,Fashion,2449,No
145,2026-01-10 04:04:31,product_view,Desktop,Organic,Fashion,2449,No
146,2026-01-10 23:11:07,visit,Mobile,Organic,Beauty,4809,No
146,2026-01-10 23:14:07,product_view,Mobile,Organic,Beauty,4809,No
146,2026-01-10 23:15:07,add_to_cart,Mobile,Organic,Beauty,4809,No
146,2026-01-10 23:17:07,checkout,Mobile,Organic,Beauty,4809,No
147,2026-01-01 00:26:30,visit,Desktop,Social Media,Electronics,855,No
147,2026-01-01 00:30:30,product_view,Desktop,Social Media,Electronics,855,No
148,2026-01-07 01:10:34,visit,Mobile,Social Media,Beauty,3992,Yes
148,2026-01-07 01:11:34,product_view,Mobile,Social Media,Beauty,3992,Yes
148,2026-01-07 01:13:34,add_to_cart,Mobile,Social Media,Beauty,3992,Yes
148,2026-01-07 01:16:34,checkout,Mobile,Social Media,Beauty,3992,Yes
148,2026-01-07 01:19:34,payment_success,Mobile,Social Media,Beauty,3992,Yes
149,2026-01-07 22:30:06,visit,Desktop,Social Media,Sports,4992,No
149,2026-01-07 22:34:06,product_view,Desktop,Social Media,Sports,4992,No
